id_programa,nome,unidade_acompanhamento,situacao,ano_programa,sigla_unidade_responsavel_acompanhamento,nome_institucional_programa,objetivo_programa
26,Manutenção da Infraestrutura de Desenvolvimento e Apoio à Operação de Veículos Lançadores,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Manutenção da Infraestrutura de Desenvolvimento e Apoio à Operação de Veículos Lançadores,"Desenvolvimento, atualização e manutenção das aplicações e infraestruturas espaciais para o atendimento de demandas qualificadas do Estado e da sociedade, especialmente para observação do território, meteorologia e aplicações científicas, tais como laboratórios e centros de lançamento, incluindo as infraestruturas necessárias à exploração dos dados das missões. Nesse contexto, destaque-se a viabilização do Centro de Lançamento de Alcântara como porta de acesso brasileiro ao espaço. A autonomia do país no setor espacial passa pela existência da infraestrutura necessária para lançar satélites brasileiros por veículos brasileiros a partir do território nacional."
139,Estudos Estratégicos de Viabilidade de Desenvolvimento de Missões Espaciais.,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Apoio à análise e ao desenvolvimento de missões espaciais.,"Realizar estudos estratégicos sobre a viabilidade de desenvolvimento de missões espaciais, dentro do escopo do PNAE, para produzir conhecimento e para subsidiar as ações no âmbito da AEB."
217,Manutenção da Infraestrutura de Desenvolvimento e Apoio à Operação de Veículos Lançadores - IFI - 9252,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Manutenção da Infraestrutura de Desenvolvimento e Apoio à Operação de Veículos Lançadores,"Desenvolvimento, atualização e manutenção das aplicações e infraestruturas espaciais para o atendimento de demandas qualificadas do Estado e da sociedade, especialmente para observação do território, meteorologia e aplicações científicas, tais como laboratórios e centros de lançamento, incluindo as infraestruturas necessárias à exploração dos dados das missões. Nesse contexto, destaque-se a viabilização do Centro de Lançamento de Alcântara como porta de acesso brasileiro ao espaço. A autonomia do país no setor espacial passa pela existência da infraestrutura necessária para lançar satélites brasileiros por veículos brasileiros a partir do território nacional."
218,Manutenção da Infraestrutura de Desenvolvimento e Apoio à Operação de Veículos Lançadores - IAE - 9251,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Manutenção da Infraestrutura de Desenvolvimento e Apoio à Operação de Veículos Lançadores,"Desenvolvimento, atualização e manutenção das aplicações e infraestruturas espaciais para o atendimento de demandas qualificadas do Estado e da sociedade, especialmente para observação do território, meteorologia e aplicações científicas, tais como laboratórios e centros de lançamento, incluindo as infraestruturas necessárias à exploração dos dados das missões. Nesse contexto, destaque-se a viabilização do Centro de Lançamento de Alcântara como porta de acesso brasileiro ao espaço. A autonomia do país no setor espacial passa pela existência da infraestrutura necessária para lançar satélites brasileiros por veículos brasileiros a partir do território nacional."
131,Desenvolvimento de Sistema Espacial Baseado na Plataforma Multimissão,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Desenvolvimento de Sistemas Espaciais,"Desenvolver um sistema espacial utilizando como base a plataforma Multi Missão – PMM, a qual foi validada em órbita na missão Amazônia 1. O satélite a ser desenvolvido servirá à uma missão operacional e fará uso de equipamentos reservas do Amazônia 1."
237,Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites - VLM-1,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites VLM-1,"O VLM-1 tem como objetivo colocar um microssatélite com massa igual ou superior a 30 kg em uma órbita terrestre baixa (LEO), igual ou superior a 300 km e de baixa inclinação (referência: “DDM - Documento Definição de Missão – Projeto VLM-1”, de 15 de agosto de 2018). Este veículo está sendo desenvolvido em parceria com o Centro Aeroespacial Alemão (DLR), visando atender às necessidades tanto do Programa Espacial Brasileiro quanto do Alemão, com o objetivo de entrar em um nicho de mercado pouco explorado, o de veículos específicos para o lançamento de microssatélites, segmento este em crescimento devido ao grande número de novas aplicações científicas e operacionais"
895,GLOBE e STEAM Permanente em Alcântara - MA,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Programa Espacial Brasileiro,"Implantar as ações para popularizar e incentivar o desenvolvimento de projetos pedagógicos utilizando pesquisa científica em STEAM tendo como referência tecnologias para o meio ambiente (através do GLOBE) e o espaço de forma continuada no estado do Maranhão, iniciando por Alcântara."
239,Implantação do Centro Especial de Alcântara (CEA) - CLA,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Implantação do Centro Especial de Alcântara (CEA),"Conjunto mínimo para lançamentos de veículos de pequeno porte, compreendendo os sistemas de localização e telemetria, segurança de superfície, segurança de voo, trajetografia, meteorologia, metrologia, gerenciamento da qualidade, alojamentos e demais itens identificados como necessários"
181,Implantação do Centro Espacial de Alcântara (CEA) - CLBI,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Implantação do Centro Espacial de Alcântara (CEA),"Conjunto mínimo para lançamentos de veículos de pequeno porte, compreendendo os sistemas de localização e telemetria, segurança de superfície, segurança de voo, trajetografia, meteorologia, metrologia, gerenciamento da qualidade, alojamentos e demais itens identificados como necessários."
569,Competitividade e Processos: Programa de Gestão e Desempenho da AEB,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Programa de Gestão e Manutenção do Poder Executivo,"Revisa~o, Mapeamento e Redesenho do Processos internos à luz das melhores práticas de gestão de processos a fim de se gerar ganhos de competitividade, advindos de processos de inovação 
internos incrementais,apazes de otimizar os processos internos de gestão. Subsidiar: pesquisa a respeito da eficácia das novas formas de trabalho (destaque trabalho remoto) e pesquisa sobre desempenho interno de trabalho. Operacionalizar processos internos de capacitação para a equipe de colaboradores."
163,Desenvolvimento e Lançamento de Foguetes Suborbitais,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Desenvolvimento e Lançamento de Foguetes Suborbitais,"Desenvolvimento de tecnologias e soluções de engenharia, fabricação e ensaios em solo de sistemas e subsistemas de uma família de novos protótipos de foguetes suborbitais, bem como de dispositivos e meios de solo para testes e lançamento. Transferência para a indústria das tecnologias de foguetes suborbitais já dominadas pelo DCTA/IAE, utilizando-se o instrumento de poder de compra do Estado como um dos meios para incentivar a inserção da indústria nacional no mercado de lançamento de foguetes."
578,Constelação Catarina,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Desenvolvimento de Sistemas Espaciais - Constelação Catarina,"Desenvolvimento e implantação de um satélite extra (A3) para a Frota A da Constelação Catarina. O satélite adicional será utilizado em conjunto com os demais da Constelação para a recepção de dados coletados por Plataformas de Coletas de Dados (PCDs), e envio para estações terrestres. Além disso, será utilizado para validação em órbita (In-orbit Validation, IoV) de novas tecnologias para uso nos próximos satélites da constelação. O sistema espacial foco deste TED é composto apenas pelo segmento espacial."
708,MESTRADO PROFISSIONAL EM ECONOMIA - ÁREA DE CONCENTRAÇÃO: ECONOMIA DE DEFESA E ESPAÇO,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,CAPACITAÇÃO DE SERVIDORES PÚBLICOS FEDERAIS EM PROCESSO DE QUALIFICAÇÃO E REQUALIFICAÇÃO,"PROMOVER AÇÕES DE CAPACITAÇÃO EDUCACIONAL E PESQUISA CORRELATAS, POR MEIO DA REALIZAÇÃO DO PROGRAMA DE MESTRADO PROFISSIONAL EM ECONOMIA, NA ÁREA DE CONCENTRAÇÃO DE ECONOMIA DE DEFESA E ESPAÇO, PARA ATORES COM INTERFACE NAS ÁREAS DE DEFESA E ESPAÇO."
754,Desenvolvimento de Negócios com Produtos e Serviços Espaciais na Cidade de Londrina/PR e Região por meio de formação continuada desenvolvida pelo Instituto Federal,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Desenvolvimento de Sistemas Espaciais,Disponibilizar recursos para realizar o desenvolvimento de negócios com produtos e serviços espaciais na cidade de Londrina/PR e Região por meio da formação continuada desenvolvida pelo Instituto Federal do Paraná - Campus Londrina/PR. Esta formação tem como finalidade formar empreendedores capazes de fomentar a inovação através de produtos e serviços espaciais. Os Empreendedores serão incentivados e acompanhados por mentores para o desenvolvimento de negócios inovadores por meio da constituição de startups. Pretende-se fomentar negócios que desenvolvam produtos e serviços com os recursos espaciais disponíveis e gerar demanda para o desenvolvimento de novas tecnologias e serviços espaciais.
86,"Apoio ao sistema de metrologia, normalização e certificação para a área espacial",Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,"Apoio ao Sistema de Metrologia, Normalização e Certificação para a área espacial","Realizar atualização e manutenção do funcionamento do Sistema de Metrologia, Normalização e Certificação para a área espacial, por meio de atividades de elaboração e atualização de documentos normativos, verificação dos requisitos estabelecidos para a qualidade, segurança e proteção do meio ambiente para as atividades espaciais no País, e estímulo ao envolvimento da indústria nacional e dos demais participantes do Sistema Nacional de Desenvolvimento das Atividades Espaciais (SINDAE) no processo da qualidade, segurança e avaliação de conformidade, nos projetos do Programa Nacional de Atividades Espaciais (PNAE)."
869,GLOBE e STEAM Permanente em Alcântara - MA,Agência Espacial Brasileira,DISPONIBILIZADO,2022,AEB,Programa Espacial Brasileiro,"Implantar as ações para popularizar e incentivar o desenvolvimento de projetos pedagógicos utilizando pesquisa científica em STEAM tendo como referência tecnologias para o meio ambiente (através do GLOBE) e o espaço de forma continuada no estado do Maranhão, iniciando por Alcântara."
1017, Realização dos estudos para as missões de sensoriamento remoto CBERS-5 e CBERS-6,Diretoria de Gestão de Portfólio,DISPONIBILIZADO,2023,DGEP,PLANO ORÇAMENTÁRIO 000C: DESENVOLVIMENTO DE ESTUDO PARA MISSÃO DO PROGRAMA CBERS,"Desenvolver estudo para as novas missões do Programa de satélite CBERS, desenvolvido no âmbito do Programa de Satélite Sino-Brasileiro de Recursos Terrestres (China-Brazil Earth Resources Satellite – CBERS)."
989,"Desenvolvimento da carga útil composta por sensores para medidas da ionofera e de geolocalização, bem como do segmento solo de três nanossatélites - projeto ITASAT-2",Agência Espacial Brasileira,DISPONIBILIZADO,2023,AEB,Desenvolvimento de Sistemas Espaciais,"O presente instrumento tem por objeto estabelecer uma parceria entre a Agência Espacial Brasileira e o Departamento de Ciência e Tecnologia Aeroespacial, por meio do seu Instituto Tecnológico de Aeronáutica, visando o desenvolvimento da carga útil composta por sensores para medidas da ionosfera e de geolocalização, bem como do segmento solo de três nanossatélites, tendo por objetivos gerais:
1. Desenvolver a capacidade científica e tecnológica no Brasil para o monitoramento in situ da ionosfera terrestre;
2. Desenvolver a competência tecno-científica para avaliar a propagação de sinais de radiofrequência do espaço para o solo;
3. Desenvolver intenso programa de tecnologias críticas, incentivando a capacitação no setor, com maior participação da academia, das instituições governamentais de C&T e da indústria;
4. Ampliar as parcerias com outros países, priorizando o desenvolvimento conjunto de projetos tecnológicos e industriais de interesse mútuo;
5. Fomentar a formação e capacitação de especialistas necessários ao setor espacial brasileiro, tanto no país quanto no exterior.
Como objetivos específicos tem-se:
6. Realizar a medição do movimento do plasma ionosférico;
7. Realizar a medição da densidade do plasma ionosférico;
8. Realizar a medição das estruturas de pequena escala;
9. Realizar a medição do campo magnético;
10. Realizar a medição da radiação em órbita;
11. Localizar um objeto emissor pré-determinado no solo."
1084,Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites - VLM-1,Diretoria de Gestão de Portfólio,DISPONIBILIZADO,2023,DGEP, Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites VLM-1,"O VLM-1 tem como objetivo colocar um microssatélite com massa igual ou superior a 30 kg em uma órbita terrestre baixa (LEO), igual ou superior a 300 km e de baixa inclinação (referência: “DDM - Documento Definição de Missão – Projeto VLM-1”, de 15 de agosto de 2018). Este veículo está sendo desenvolvido em parceria com o Centro Aeroespacial Alemão (DLR), visando atender às necessidades tanto do Programa Espacial Brasileiro quanto do Alemão, com o objetivo de entrar em um nicho de mercado pouco explorado, o de veículos específicos para o lançamento de microssatélites, segmento este em crescimento devido ao grande número de novas aplicações científicas e operacionais"
1412,Apoio para o desenvolvimento e implantação da missão GOLDS-UFSC para aplicação em transferência de dados e teste do módulo de coleta de dados EDC.,Diretoria de Gestão de Portfólio,DISPONIBILIZADO,2023,DGEP,DESENVOLVIMENTO DE SISTEMAS ESPACIAIS BASEADOS EM PLATAFORMAS DE NANOSSATÉLITES,Apoio para o desenvolvimento e implantação da missão GOLDS-UFSC para aplicação em transferência de dados e teste do módulo de coleta de dados EDC.
1717,STEAM2D adaptada para o contexto das atividades espaciais,Diretoria de Inteligência Estratégica e Novos Negócios,DISPONIBILIZADO,2023,DIEN,"Ação Orçamentária: 20VB - Pesquisa, Desenvolvimento Tecnológico e Formação de Capital Humano para o Setor Espacial;  PO 0007 - Desenvolvimento de Competências e Capital Humano para o Setor Espacial","O presente instrumento tem por objeto o Desenvolvimento de atividades de ensino, divulgação e formação de professores da educação básica nas áreas de STEAM2D adaptada para o contexto das atividades espaciais com o intuito de capacitar docentes e estudantes da Educação Básica do Ensino Fundamental sérias finais, da rede pública, por meio de oficinas baseadas em STEAM2D (Science – Technology – Engineering – Art – Mathematics – Manufacture and Design) com ênfase na temática espacial, disseminando conhecimentos sobre exploração espacial, astronáutica, tecnologias e aplicações espaciais, astronomia, dentre outros. Para apoiar este propósito também serão capacitados estudantes de nível superior do ITA que atuarão como mentores(as) das oficinas em dez escolas públicas-parceiras na cidade de São José dos Campos, São Paulo, tendo por objetivos gerais:

1. Desenvolvimento de tecnologias educacionais e de propostas metodológicas para a educação básica para promover a qualidade da educação espacial nas escolas brasileiras;
2. Aperfeiçoar a atuação do ITA nas áreas de ciências, tecnologia, engenharia, artes, matemática, manufatura e Design (STEAM2D) adaptada para o contexto das atividades espaciais do Brasil nos ensinos fundamental e médio para estimular os estudantes a seguirem carreiras que possibilitem a formação de profissionais da área espacial;
3. Colaborar na formação de professores da educação básica capacitados em conteúdos e técnicas de ensino em STEAM2D para melhorar a formação de futuros profissionais da área espacial;
4. Colaborar para o incentivo e a formação de novos talentos para atuação no setor espacial brasileiro; e
5. Desenvolver atividades de divulgação e comunicação das ciências na área espacial de forma a dar maior visibilidade pública às ações brasileiras no setor espacial.

Como objetivos específicos tem-se:

1. Produzir um novo material educacional denominado “Espaço Análogo Escolar” adaptando kits já produzidos pelo grupo para ensino de STEAM2D aplicado à área espacial;
2. Capacitar estudantes de graduação e pós-graduação do ITA nas atividades das 5 oficinas (geoplano, arduino, fibra óptica, energia solar, espectroscopia) ;
3. Oferecer para a todas as escolas de Ensino Fundamental e Séries Finais da Educação Básica da Rede Pública de Ensino de São José dos Campos as oficinas de formação docente em STEM2D;
4. Capacitar docentes da Educação Básica para a aplicação dos conhecimentos dos temas das oficinas em suas atividades didáticas cotidianas e atuarem como desenvolvedores de novas ações educacionais em STEM2D para o espaço;
5. Orientar estudantes do ensino médio ou fundamental em atividades de divulgação científica ou iniciação científica jr.;
6. Atender pelo menos 50 alunos do Ensino Médio em atividades de mentoria com alunos de graduação/pós-graduação do ITA para discussão de planos de vida e carreira em STEAM2D; e
7. Oferecer atividades em 10 eventos Ciência no Parque (Parque Vicentina Aranha, SJC) para o público."
2058,Propulsão Elétrica para Nanossatélites - Tupã Mirim,Diretoria de Inteligência Estratégica e Novos Negócios,DISPONIBILIZADO,2023,DIEN,"Ação Orçamentária: 20VB - Pesquisa, Desenvolvimento Tecnológico e Formação de Capital Humano para o Setor Espacial  PO 0007 - Desenvolvimento de Competências e Capital Humano para o Setor Espacial","A Agência Espacial Brasileira (AEB) propõe a realização de um termo de execução descentralizada (TED), desta agência para a Universidade de Brasília (UnB), visando o desenvolvimento de tecnologias e competências, com apoio a formação de capital humano e disseminação de conhecimento no setor da propulsão elétrica espacial.

A escolha da Universidade de Brasília (UnB) na celebração de um TED na temática de propulsão espacial é baseada na existência de laboratórios específicos ao propósito e de corpo técnico e docente especializados em diferentes tecnologias de propulsão elétrica; além da capacidade de difusão do conhecimento e capacitação de alunos de graduação desta Universidade.

Historicamente, a partir dos anos oitenta, vários grupos de pesquisa em propulsão elétrica têm atuado no Brasil, principalmente no Instituto Nacional de Pesquisas Espaciais (INPE) e na UnB. Com o intento de uma maior integração entre os esforços dos diferentes grupos, a “Rede Brasileira de Propulsão Elétrica” foi estabelecida, e a Primeira Escola Brasileira de Propulsão Elétrica Espacial aconteceu nas instalações do INPE de São José dos Campos em 2008.

Apesar de colaborações entre os grupos, a pesquisa procedeu por linhas essencialmente independentes entre si. O último evento na área, um Workshop de Propulsão Elétrica, foi organizado em 2019, havendo assim a carência de um novo fórum para apresentações de pesquisas e perspectivas de convergência entre estes estudos com base em discussões técnicas entre diferentes atores do setor.

Para tal fim, são propostos dois objetos distintos a serem realizados sob a coordenação da Universidade de Brasília (UnB), obrigatoriamente em estreita colaboração com o INPE para apoio técnico de pesquisadores no desenvolvimento tecnológico e utilização da estrutura de testes existente em suas instalações do LABCP em Cachoeira Paulista.

O primeiro objeto contempla a produção de material de divulgação e a organização de um evento voltado para a participação de especialistas nacionais e internacionais na ampla discussão técnica acerca do tema de propulsão elétrica. No intento de estabelecer uma continuidade e resgatar a história da pesquisa e de desenvolvimentos nacionais, o nome “Second Brazilian Joint School and Workshop of Electric Space Propulsion” é proposto para o evento.

O segundo objeto deste TED consiste no desenvolvimento de um protótipo de propulsor elétrico com objetivo de aplicação em nanossatélites, com apresentação da tecnologia final em TRL 5 a 6. A escolha da tecnologia propulsiva para o desenvolvimento será embasada por estudos atuais e referências bibliográficas relevantes, além de análises de custos e oportunidades em harmonia com pesquisas nacionais existentes e com o orçamento proposto para esta ação aqui apresentada. 

As documentações técnicas produzidas pelos projetos serão disponibilizadas à grupos universitários envolvidos em estudos sobre propulsão elétrica, podendo ser usadas como base teórica e tecnológica para reprodução e futuros desenvolvimentos. Além disso, serão produzidos materiais didáticos a serem disponibilizados na plataforma AEB Escola Virtual, tendo como público-alvo estudantes de graduação dos cursos de engenharia aeroespacial, mecânica, física e afins. O objetivo é estimular o interesse na propulsão elétrica e auxiliar a formação de novos grupos de pesquisa, disseminando o conhecimento básico sobre o assunto.

Desta forma, é proposto que seja realizado um TED, da AEB para a UnB, com vistas à execução do projeto nos anos de 2024, 2025 e 2026 (36 meses). Assim, para o desenvolvimento do projeto técnico e de um evento técnico, propõe-se um orçamento de R$ 1.500.000,00 (um milhão e quinhentos mil reais), sendo 960.000,00 (novecentos e sessenta mil reais) a serem descentralizado com o orçamento de 2023, dos quais serão 300.000,00 (trezentos mil reais) em recurso de capital e R$ 660.000,00 (seiscentos e sessenta mil) em recurso de custeio, e R$ 540.000,00 (quinhentos mil reais) a ser descentralizado com o orçamento de 2024."
1992,"DIA ESPACIAL DOCENTE: APOIO À REALIZAÇÃO DE ATIVIDADES DE ASTRONÁUTICA NO ÂMBITO DO CVT-ESPACIAL, DA AGÊNCIA ESPACIAL BRASILEIRA, VOLTADO PARA CAPACITAÇÃO DE PROFESSORES.",Diretoria de Inteligência Estratégica e Novos Negócios,DISPONIBILIZADO,2023,DIEN,"Ação Orçamentária: 20VB - Pesquisa, Desenvolvimento Tecnológico e Formação de Capital Humano para o Setor Espacial  PO 0007 - Desenvolvimento de Competências e Capital Humano para o Setor Espacial","DIA ESPACIAL DOCENTE: APOIO À REALIZAÇÃO DE ATIVIDADES DE ASTRONÁUTICA NO ÂMBITO DO CVT-ESPACIAL, DA AGÊNCIA ESPACIAL BRASILEIRA, VOLTADO PARA CAPACITAÇÃO DE PROFESSORES."
5074,Desenvolvimento de um protótipo de voo do MFPL L25 (Fase 0),Agência Espacial Brasileira,DISPONIBILIZADO,2026,AEB,MFPL L25 - Motor Foguete a Propelente Líquido L25,Desenvolvimento de um protótipo de voo do MFPL L25 (Fase 0).
5064,Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites VLM-1,Diretoria de Gestão de Portfólio,DISPONIBILIZADO,2026,DGEP,Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites VLM-1, Desenvolvimento e Lançamento do Veículo Lançador de Microssatélites – VLM-1.
1870,Projeto Meninas no Espaço: Capacitações para um Futuro Sustentável e Inclusivo,Diretoria de Inteligência Estratégica e Novos Negócios,DISPONIBILIZADO,2023,DIEN,"Ação Orçamentária: 20VB - Pesquisa, Desenvolvimento Tecnológico e Formação de Capital Humano para o Setor Espacial  PO 0007 - Desenvolvimento de Competências e Capital Humano para o Setor Espacial","Este projeto tem como objetivo promover o desenvolvimento de habilidades e competências em estudantes do gênero feminino da Educação Básica da rede pública de ensino do Rio Grande do Norte na área espacial. A Universidade Federal do Rio Grande do Norte (UFRN) irá conduzir cursos de capacitação especializados, visando capacitar meninas e jovens mulheres para carreiras e estudos no setor espacial. O projeto visa fortalecer a representatividade e inclusão de mulheres nesse setor, estimulando o interesse e a participação ativa das mulheres em atividades relacionadas ao espaço, contribuindo para o aumento da diversidade e igualdade de gênero nesse campo de atuação.
Esse projeto contempla:
- Capacitação em Metodologias Ativas em Educação, para estudantes do gênero feminino do Ensino Superior, Médio e/ou Fundamental II e docentes do Ensino Médio e/ou Fundamental II com o objetivo de qualificar os novos processos de ensino-aprendizagem e promover melhores práticas e abordagens científicas no desenvolvimento de projetos educacionais;
- Capacitação em introdução a astronáutica, desenvolvimento de foguetes de garrafas pet, introdução as aplicações espaciais com foco nos estudos ambientais, sensoriamento remoto, geoprocessamento, mudanças climáticas, objetivos de desenvolvimento sustentável (ODS), comunicação científica e metodologias ativas;
- Desenvolvimento de projetos educacionais para disseminação nas escolas públicas-parcerias de conhecimentos relativos a metodologias ativas, monitoramento do clima e construção de foguetes educacionais; e,
- Workshop das Meninas no Espaço para apresentação dos projetos desenvolvidos nas escolas e lançamento dos foguetes produzidos pelas equipes de meninas e mulheres participantes do projeto."
